location,description,secs,category,CDNumber,CDName,tracknum
07026092.wav,"France: Tour De France, actuality, winners presentation, small cheer & applause.",17,"France: Tour De France, actuality, winners presentation, small c",EC6F5,France: Tour De France,3
07026091.wav,"France: Tour De France, actuality, winners presentation, cheers & applause.",14,"France: Tour De France, actuality, winners presentation, cheers ",EC6F5,France: Tour De France,2
07026090.wav,"France: Tour De France, actuality, winners presentation, applause.",18,"France: Tour De France, actuality, winners presentation, applaus",EC6F5,France: Tour De France,1
07026089.wav,"France: Tour De France, Press telephone room at Fleurance.",124,"France: Tour De France, Press telephone room at Fleurance",EC6F4,France: Tour De France,7
07026088.wav,"France: Tour De France, Press Conf. members of press leave town hall, discernible conversation from 1'45"", Creteil Town Hall.",164,"France: Tour De France, Press Conf",EC6F4,France: Tour De France,6
07026087.wav,"France: Tour De France, Press Conf. Applause.",11,"France: Tour De France, Press Conf",EC6F4,France: Tour De France,5
07026086.wav,"France: Tour De France, Press Conf. members rise for moment's silence, then sit. ",23,"France: Tour De France, Press Conf",EC6F4,France: Tour De France,4
07026085.wav,"France: Tour De France, Press Conf. members of press assembling in town hall. ",106,"France: Tour De France, Press Conf",EC6F4,France: Tour De France,3
07026084.wav,"France: Tour De France, actuality, race atmos. at roadside, applauding spectators and bicycles only passing with distant helicopter. ",94,"France: Tour De France, actuality, race atmos",EC6F4,France: Tour De France,2
07026083.wav,"France: Tour De France, actuality, race atmos. at roadside with spectators, passing cars and cycles. ",319,"France: Tour De France, actuality, race atmos",EC6F4,France: Tour De France,1
07026082.wav,"Italy: Chatting, small mixed group, interior.",428,"Italy: Chatting, small mixed group, interior",EC6F3,Italian Conversation,2
07026081.wav,"Italy: Chatting, Italian men, small group, interior.",407,"Italy: Chatting, Italian men, small group, interior",EC6F3,Italian Conversation,1
07026080.wav,"Africa: Botswana, semi-desert atmosphere in spring, light scrub.",398,Africa: Botswana,EC6F2,"Swaziland, Africa",2
07026079.wav,"Africa: Swaziland, Middle Veld atmosphere in spring, light scrub, trees. ",393,Africa: Swaziland,EC6F2,"Swaziland, Africa",1
07026078.wav,"Africa: Zambia, cicadas in springtime. ",352,Africa: Zambia,EC6F1,Botswana: Africa,2
07026077.wav,"Africa: Botswana, light semi-desert atmosphere in spring.",395,Africa: Botswana,EC6F1,Botswana: Africa,1
07026076.wav,"Wooden Thames Sailing Barge: Cabin at stern, below deck underway with auxiliary engine, interior",215,Boats: Sailing: Wooden Thames Sailing Barge,EC4S14,Thames Sailing Barge: Wooden: Interior,3
07026075.wav,"Wooden Thames Sailing Barge: Cabin amidships, below deck underway in force 4 wind, interior",198,Boats: Sailing: Wooden Thames Sailing Barge,EC4S14,Thames Sailing Barge: Wooden: Interior,2
07026074.wav,"Wooden Thames Sailing Barge: forward cabin, below deck underway in force 5 wind. Tacking begins at 57"". Interior",415,Boats: Sailing: Wooden Thames Sailing Barge,EC4S14,Thames Sailing Barge: Wooden: Interior,1
07026073.wav,"Thames Wooden Sailing Barge: Passing bell buoy, recorded on board S.B. Pudge, May 1985",78,Boats: Sailing: Wooden Thames Sailing Barge,EC4S13,Thames Sailing Barge: Wooden,6
07026072.wav,"Thames Wooden Sailing Barge: Underway, force 5 wind, recorded at bows, wind roars across canvas sails, some spray, tack and sails flap",229,Boats: Sailing: Wooden Thames Sailing Barge,EC4S13,Thames Sailing Barge: Wooden,5
07026071.wav,"Thames Wooden Sailing Barge: Underway, force 5 wind, recorded at stern on board S.B. Pudge, May 1985",116,Boats: Sailing: Wooden Thames Sailing Barge,EC4S13,Thames Sailing Barge: Wooden,4
07026070.wav,"Thames Wooden Sailing Barge: Tacking, one keelboard lowered, other raised, sails flap, recorded at stern on board S.B. Pudge",84,Boats: Sailing: Wooden Thames Sailing Barge,EC4S13,Thames Sailing Barge: Wooden,3
07026069.wav,"Thames Wooden Sailing Barge: Setting mainsail and hoisting foresail, recorded on board S.B. Pudge, May 1985",271,Boats: Sailing: Wooden Thames Sailing Barge,EC4S13,Thames Sailing Barge: Wooden,2
07026068.wav,"Thames Wooden Sailing Barge: Topsail hoisted, recorded on board S.B. Pudge, May 1985",52,Boats: Sailing: Wooden Thames Sailing Barge,EC4S13,Thames Sailing Barge: Wooden,1
07026067.wav,"Lifeboat: At sea inside front (engine) cabin of ""Charles Henry"", Selsey 48'6"" Oakley class 7 crew self righting lifeboat",395,Boats: Lifeboat: Oakley Class,EC4S12,Lifeboat: Selsey 48’6” Oakley Class Lifeboat: At Sea,2
07026066.wav,"Lifeboat: At sea, inside aft cabin of ""Charles Henry"" Selsey 48'6"" Oakley class self righting 7 crewed lifeboat, some indistinct RT & voices",399,Boats: Lifeboat: Oakley Class,EC4S12,Lifeboat: Selsey 48’6” Oakley Class Lifeboat: At Sea,1
07026065.wav,"Lifeboat: Selsey 48'6"" Oakley class, 7 crewed self-righting, windscreen wipers.",45,Boats: Lifeboat: Oakley Class,EC4S11,Lifeboat: Selsey 48’6” Oakley Class Lifeboat (Self Righting With Crew Of 7),4
07026064.wav,"Lifeboat: Selsey 48'6"" Oakley class, 7 crewed self-righting, in wheelhouse, engine running fast,  indistinct voices and RT. ",126,Boats: Lifeboat: Oakley Class,EC4S11,Lifeboat: Selsey 48’6” Oakley Class Lifeboat (Self Righting With Crew Of 7),3
07026063.wav,"Lifeboat: Selsey 48'6"" Oakley class, 7 crewed self-righting, in wheelhouse, indistinct voices.",244,Boats: Lifeboat: Oakley Class,EC4S11,Lifeboat: Selsey 48’6” Oakley Class Lifeboat (Self Righting With Crew Of 7),2
07026062.wav,"Lifeboat: Selsey 48'6"" Oakley class, ""Charles Henry"", self righting with crew of 7, on deck, starts, runs, stops.",391,Boats: Lifeboat: Oakley Class,EC4S11,Lifeboat: Selsey 48’6” Oakley Class Lifeboat (Self Righting With Crew Of 7),1
07026061.wav,"Lifeboat: Selsey 48'6"" Oakley class, deck pick-up by Whirlwind helicopter.",86,Boats: Lifeboat: Oakley Class,EC4S10,Lifeboat: Selsey 48’6” Oakley Class Lifeboat,9
07026060.wav,"Lifeboat: Selsey 48'6"" Oakley class, bow wave.",98,Boats: Lifeboat: Oakley Class,EC4S10,Lifeboat: Selsey 48’6” Oakley Class Lifeboat,8
07026059.wav,"Lifeboat: Selsey 48'6"" Oakley class, radar scanner revolving. ",64,Boats: Lifeboat: Oakley Class,EC4S10,Lifeboat: Selsey 48’6” Oakley Class Lifeboat,7
07026058.wav,"Lifeboat: Selsey 48'6"" Oakley class, rubber inshore life boat.",67,Boats: Lifeboat: Oakley Class,EC4S10,Lifeboat: Selsey 48’6” Oakley Class Lifeboat,6
07026057.wav,"Lifeboat: Selsey 48'6"" Oakley class, flare set off.",7,Boats: Lifeboat: Oakley Class,EC4S10,Lifeboat: Selsey 48’6” Oakley Class Lifeboat,5
07026056.wav,"Lifeboat: Selsey 48'6"" Oakley class, flare set off.",9,Boats: Lifeboat: Oakley Class,EC4S10,Lifeboat: Selsey 48’6” Oakley Class Lifeboat,4
07026055.wav,"Lifeboat: Selsey 48'6"" Oakley class, launch and departure.",58,Boats: Lifeboat: Oakley Class,EC4S10,Lifeboat: Selsey 48’6” Oakley Class Lifeboat,3
07026054.wav,"Lifeboat: Selsey 48'6"" Oakley class, winched into boathouse.",138,Boats: Lifeboat: Oakley Class,EC4S10,Lifeboat: Selsey 48’6” Oakley Class Lifeboat,2
07026053.wav,"Lifeboat: Selsey 48'6"" Oakley class, launch. ",23,Boats: Lifeboat: Oakley Class,EC4S10,Lifeboat: Selsey 48’6” Oakley Class Lifeboat,1
07026052.wav,"Punting: Punt paddled to bank, stops.",38,Boats: Punting,EC4S9,Punting (With Aluminium Pole),8
07026051.wav,Punting: Punt paddled past.,53,Boats: Punting,EC4S9,Punting (With Aluminium Pole),7
07026050.wav,Punting: Paddling punt with light strokes.,127,Boats: Punting,EC4S9,Punting (With Aluminium Pole),6
07026049.wav,Punting: Paddling punt.,124,Boats: Punting,EC4S9,Punting (With Aluminium Pole),5
07026048.wav,"Punting: Manoeuvring punt, turning in river.",51,Boats: Punting,EC4S9,Punting (With Aluminium Pole),4
07026047.wav,Punting: Boarding and clambering about.,37,Boats: Punting,EC4S9,Punting (With Aluminium Pole),3
07026046.wav,"Punting: With aluminium pole, passing by.",33,Boats: Punting,EC4S9,Punting (With Aluminium Pole),2
07026045.wav,Punting: With aluminium pole.,246,Boats: Punting,EC4S9,Punting (With Aluminium Pole),1
07026044.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, exterior,entering lock. ",53,Boats: Cabin Cruisers,EC4S8,27Ft Cabin Cruiser (50 Hp. Diesel),7
07026043.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, exterior, departs from lock. ",42,Boats: Cabin Cruisers,EC4S8,27Ft Cabin Cruiser (50 Hp. Diesel),6
07026042.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, in lock on River Thames, sluices open, lock fills. ",101,Boats: Cabin Cruisers,EC4S8,27Ft Cabin Cruiser (50 Hp. Diesel),5
07026041.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, stern wash, recorded near exhaust. ",186,Boats: Cabin Cruisers,EC4S8,27Ft Cabin Cruiser (50 Hp. Diesel),4
07026040.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, bow wave, at full speed. ",184,Boats: Cabin Cruisers,EC4S8,27Ft Cabin Cruiser (50 Hp. Diesel),3
07026039.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, bow wave, cruising speed. ",184,Boats: Cabin Cruisers,EC4S8,27Ft Cabin Cruiser (50 Hp. Diesel),2
07026038.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, in cockpit, entering lock. ",45,Boats: Cabin Cruisers,EC4S8,27Ft Cabin Cruiser (50 Hp. Diesel),1
07026037.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, interior, reverse. ",44,Boats: Cabin Cruisers,EC4S7,27Ft Cabin Cruiser (50 Hp. Diesel): In Cabin,7
07026036.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, interior, tickover. ",65,Boats: Cabin Cruisers,EC4S7,27Ft Cabin Cruiser (50 Hp. Diesel): In Cabin,6
07026035.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, exterior, pass. ",32,Boats: Cabin Cruisers,EC4S7,27Ft Cabin Cruiser (50 Hp. Diesel): In Cabin,5
07026034.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, exterior, pass. ",45,Boats: Cabin Cruisers,EC4S7,27Ft Cabin Cruiser (50 Hp. Diesel): In Cabin,4
07026033.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, exterior, start and depart. ",46,Boats: Cabin Cruisers,EC4S7,27Ft Cabin Cruiser (50 Hp. Diesel): In Cabin,3
07026032.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, exterior, approach, stop. ",34,Boats: Cabin Cruisers,EC4S7,27Ft Cabin Cruiser (50 Hp. Diesel): In Cabin,2
07026031.wav,"Cabin Cruiser: 27ft, 50 hp. diesel engine, in cabin, start, run, stop. ",399,Boats: Cabin Cruisers,EC4S7,27Ft Cabin Cruiser (50 Hp. Diesel): In Cabin,1
07026030.wav,"Cabin Cruiser: 27ft, 50hp, diesel engine, Start, run and stop, on deck",393,Boats: Cabin Cruisers,EC4S6,27Ft Cabin Cruiser (50 Hp. Diesel): In Cockpit,2
07026029.wav,"Cabin Cruiser: 27ft, 50hp, diesel engine, Start, run and stop, in cockpit",403,Boats: Cabin Cruisers,EC4S6,27Ft Cabin Cruiser (50 Hp. Diesel): In Cockpit,1
07026028.wav,"Canals: Canal lock, Sluices closed",18,Boats: Canals: Locks,EC4S5,Canal Narrow Boat: On Board,5
07026027.wav,"Canals: Canal lock, Sluices open",53,Boats: Canals: Locks,EC4S5,Canal Narrow Boat: On Board,4
07026026.wav,"Canals: Narrow boat turns round, recorded on board",51,Boats: Canals: Narrow Boats,EC4S5,Canal Narrow Boat: On Board,3
07026025.wav,"Canals: Narrow boat engine tickover, recorded on board",34,Boats: Canals: Narrow Boats,EC4S5,Canal Narrow Boat: On Board,2
07026024.wav,"Canal Narrow Boat: Journey on board, changes in speed and acoustic",367,Boats: Canals: Narrow Boats,EC4S5,Canal Narrow Boat: On Board,1
07026023.wav,"Canal Narrow Boat: One canal boat manoeuvring, exterior",247,Boats: Canals: Narrow Boats,EC4S4,Canal Narrow Boat (Exterior),7
07026022.wav,"Canal Narrow Boat: One narrow boat passes, exterior",63,Boats: Canals: Narrow Boats,EC4S4,Canal Narrow Boat (Exterior),6
07026021.wav,"Canal Narrow Boat: Tickover of engine, exterior",35,Boats: Canals: Narrow Boats,EC4S4,Canal Narrow Boat (Exterior),5
07026020.wav,"Canal Narrow Boat: Engine stops, exterior",16,Boats: Canals: Narrow Boats,EC4S4,Canal Narrow Boat (Exterior),4
07026019.wav,"Canal Narrow Boat: Engine starts, exterior",17,Boats: Canals: Narrow Boats,EC4S4,Canal Narrow Boat (Exterior),3
07026018.wav,"Canal Narrow Boat: Approaches and stops, exterior",62,Boats: Canals: Narrow Boats,EC4S4,Canal Narrow Boat (Exterior),2
07026017.wav,"Canal Narrow Boat: Departs, exterior",40,Boats: Canals: Narrow Boats,EC4S4,Canal Narrow Boat (Exterior),1
07026016.wav,Small Yacht: Slow down and stop. Powered by 7 h.p. engine,21,Small Yacht: Slow down and stop,EC4S3,Dinghy (Powered By A Small Outboard Motor),6
07026015.wav,"Small Yacht: Start, slow run, accelerates. Powered by 7h.p. diesel engine",67,"Small Yacht: Start, slow run, accelerates",EC4S3,Dinghy (Powered By A Small Outboard Motor),5
07026014.wav,"Small Yacht: Start, run, slow down, stop. Powered by 7h.p. diesel engine",244,"Small Yacht: Start, run, slow down, stop",EC4S3,Dinghy (Powered By A Small Outboard Motor),4
07026013.wav,"Dinghy: Start, depart, birdsong, Small outboard motor",73,Boats: Dinghies,EC4S3,Dinghy (Powered By A Small Outboard Motor),3
07026012.wav,"Dinghy: Start, run, stop, Small outboard motor",189,Boats: Dinghies,EC4S3,Dinghy (Powered By A Small Outboard Motor),2
07026011.wav,"Dinghy: Start, tickover, stop, Small outboard motor",83,Boats: Dinghies,EC4S3,Dinghy (Powered By A Small Outboard Motor),1
07026010.wav,"Canoes: Paddling, recorded on board, some distant birdsong",185,Boats: Canoes,EC4S2,Canoes,8
07026009.wav,"Canoes: Paddling canoe, recorded on board, some distant birdsong",185,Boats: Canoes,EC4S2,Canoes,7
07026008.wav,"Canoes: One canoe passes, some distant birdsong",13,Boats: Canoes,EC4S2,Canoes,6
07026007.wav,"Canoes: One canoe approaches and stops, some distant birdsong",27,Boats: Canoes,EC4S2,Canoes,5
07026006.wav,"Canoes: One canoe approaches and stops,  some distant birdsong",28,Boats: Canoes,EC4S2,Canoes,4
07026005.wav,"Canoes: One canoe departs, some distant birdsong",27,Boats: Canoes,EC4S2,Canoes,3
07026004.wav,"Canoes: One canoe departs, some distant birdsong",26,Boats: Canoes,EC4S2,Canoes,2
07026003.wav,"Canoes: Group of canoes bumping together, some distant birdsong",64,Boats: Canoes,EC4S2,Canoes,1
07026002.wav,"Yacht: 25 foot, tacking with seawash, occasional sound of winch and sails flapping",380,Yacht: 25 foot,EC4S1,Yacht (25Ft),2
07026001.wav,"Yacht: 25 foot, bow wave, close perspective",378,Yacht: 25 foot,EC4S1,Yacht (25Ft),1
07025161.wav,"Fire Engine: Exterior, approach and stop with bell",26,Fire Engine: Exterior,EC2F4,Fire Service,7
07025160.wav,"Fire Engine: Exterior, pass with bell",27,Fire Engine: Exterior,EC2F4,Fire Service,6
07025159.wav,"Fire Engine: Exterior, depart with bell",24,Fire Engine: Exterior,EC2F4,Fire Service,5
07025158.wav,"Fire Engine: Exterior, approach and stop with horn",26,Fire Engine: Exterior,EC2F4,Fire Service,4
07025157.wav,"Fire Engine: Exterior, pass with horn",25,Fire Engine: Exterior,EC2F4,Fire Service,3
07025156.wav,"Fire Engine: Exterior, depart with horn",27,Fire Engine: Exterior,EC2F4,Fire Service,2
07025155.wav,Fire: Hoses playing onto fire,384,Fires,EC2F4,Fire Service,1
07025154.wav,"Fire: Activity at the scene, pumps, Indistinct radio telephone in background",393,Fires: Activity at the scene,EC2F3,Fire Service,5
07025153.wav,"Fire: General activity at scene, Close perspective with speech",74,Fires: General activity at scene,EC2F3,Fire Service,4
07025152.wav,"Fire Engine: Exterior, leaves station",22,Fire Engine: Exterior,EC2F3,Fire Service,3
07025151.wav,"Fire Engine: Interior, start, run with bell, stop",60,Fire Engine: Interior,EC2F3,Fire Service,2
07025150.wav,"Fire Engine: Interior, start, run with horn, stop",119,Fire Engine: Interior,EC2F3,Fire Service,1
07025149.wav,"Fire: Bonfire, in close perspective",374,Fires: Bonfire,EC2F2,Fire,2
07025148.wav,Fire: Roaring wood fire,373,Fires,EC2F2,Fire,1
07025147.wav,Fire: Ambulence in traffic departing,27,Fires,EC2F1,,3
07025146.wav,Fire: Ambulence in traffic approaching,61,Fires,EC2F1,,2
07025145.wav,Fire: Atmosphere at the scene of a fire,312,Fires,EC2F1,,1
07025144.wav,"Petrol Stations: Petrol station shop, distant traffic and occasional voices, interior",186,Petrol Stations: Petrol station shop,EC4P1,Petrol Stations,6
07025143.wav,Petrol Stations: Air pressure pump in tyre being inflated,35,Petrol Stations,EC4P1,Petrol Stations,5
07025142.wav,"Petrol Stations: Automatic car wash, exterior",99,Petrol Stations: Automatic car wash,EC4P1,Petrol Stations,4
07025141.wav,"Petrol Stations: Sheltered concourse, pumps operating and traffic noises",217,Petrol Stations: Sheltered concourse,EC4P1,Petrol Stations,3
07025140.wav,"Petrol Stations: Pump turned on, runs, turned off, light rain in background",99,Petrol Stations: Pump turned on,EC4P1,Petrol Stations,2
07025139.wav,"Petrol Stations: Pump turned on, runs, turned off",73,Petrol Stations: Pump turned on,EC4P1,Petrol Stations,1
07025138.wav,Pottery Factory: General factory atmosphere,151,Pottery Factory,EC3P1,Pottery Factory,6
07025137.wav,"Pottery Factory: Kiln lit, door closed",121,Pottery Factory: Kiln lit,EC3P1,Pottery Factory,5
07025136.wav,"Pottery Factory: Kiln switched on, door opened",105,Pottery Factory: Kiln switched on,EC3P1,Pottery Factory,4
07025135.wav,"Pottery Factory: Dipping in glaze, flatware machine in background",81,Pottery Factory: Dipping in glaze,EC3P1,Pottery Factory,3
07025134.wav,Pottery Factory: Semi-automatic flatware machine,146,Pottery Factory,EC3P1,Pottery Factory,2
07025133.wav,"Pottery Factory: Blunger, clay mixing machine, bubbling sound of blunger",123,Pottery Factory: Blunger,EC3P1,Pottery Factory,1
07025132.wav,"Atmosphere: North London garden at evening, rain beginning at 1'30"", (Technical note: for use at low level)",383,Atmospheres: North London garden at evening,EC2N2,Atmospheres,2
07025131.wav,Atmosphere: Amusement arcade.,424,Atmospheres: Amusement arcade,EC2N2,Atmospheres,1
07025130.wav,"Atmosphere: Room with computer disc drives & heavy air conditioning, steady equipment sound & quiet intermittent beeps",395,Atmospheres: Room with computer disc drives & heavy air conditio,EC2N1,Library,2
07025129.wav,"Atmosphere: Small public library, quiet, near issue desk",396,Atmospheres: Small public library,EC2N1,Library,1
07025128.wav,"Hospital Equipment: Pulse monitor, erratic",161,Hospital Equipment: Pulse monitor,EC3H4,Pulse Monitor,4
07025127.wav,"Hospital Equipment: Pulse monitor, slowing down plus continuous",122,Hospital Equipment: Pulse monitor,EC3H4,Pulse Monitor,3
